sentences	labels
Erfüllende Gemeinde für Witterda ist die Gemeinde Elxleben.	<arg1> Witterda </arg1> <rel> Erfüllende Gemeinde </rel> <arg2> Elxleben </arg2>
Der Vorstand der Wilhelm-Busch-Gesellschaft besteht aktuelle (Stand: Juni 2018) aus folgenden Personen: Joachim Werren (Vorsitzender), Jürgen Braasch (Stellvertreter), Kerstin Berghoff-Ising, Stadtrat Harald Härke, Frank Hilbert, Barbara Krüger, Ulf Meier, Michael Rother und Sebastian Scherrer (Beisitzer).	<arg1> Wilhelm-Busch-Gesellschaft </arg1> <rel> Vorsitz </rel> <arg2> Joachim Werren </arg2>
Die Norton Manx oder Manx-Norton ist ein britisches Rennmotorrad mit Einzylinder-Viertaktmotor, das für die Rennklassen bis 350 cm³ und bis 500 cm³ von 1947 bis 1962 von der Norton Motors Ltd hergestellt wurde.	<arg1> Norton Manx </arg1> <rel> klasse </rel> <arg2> Rennmotorrad </arg2>
Die Norton Manx oder Manx-Norton ist ein britisches Rennmotorrad mit Einzylinder-Viertaktmotor, das für die Rennklassen bis 350 cm³ und bis 500 cm³ von 1947 bis 1962 von der Norton Motors Ltd hergestellt wurde.	<arg1> Norton Manx </arg1> <rel> Motor </rel> <arg2> Viertaktmotor </arg2>
Die Asia-Pacific International University entstand aus dem Zusammenschluss dreier Institutionen: Southeast Asia Union College aus Singapur, Bangkok Adventist Mission Hospital Krankenpflegeschule aus Bangkok und Mission College Muak Lek Campus Muak Lek.	<arg1> Asia-Pacific International University </arg1> <rel> Campus </rel> <arg2> Muak Lek </arg2>
Die Tetrad Islands sind eine Inselgruppe, bestehend aus vier kleinen Inseln im Palmer-Archipel vor der Westküste der Antarktischen Halbinsel.	<arg1> Tetrad Islands </arg1> <rel> Inselgruppe </rel> <arg2> Palmer-Archipel </arg2>
In Tyrannis (Von Wand zu Wand sind es vier Schritte) ist ein politisches Lied von Reinhard Mey, das er auf seinem 1972 bei Intercord erschienenen Album Mein achtel Lorbeerblatt veröffentlichte.	<arg1> In Tyrannis </arg1> <rel> Album </rel> <arg2> Mein achtel Lorbeerblatt </arg2>
Die DIN-Norm DIN 5009 (Diktierregeln) legt Regeln für ein schreibgerechtes Diktieren fest.	<arg1> DIN 5009 </arg1> <rel> Regel </rel> <arg2> Diktierregeln </arg2>
Entwicklerstudio von Donkey Kong Land ist Rare, wobei das Spielkonzept von Tim Stamper und das Spieldesign primär von Andrew Collard stammen.	<arg1> Donkey Kong Land </arg1> <rel> Entwickler </rel> <arg2> Rare </arg2>
Das Fliegerausbildungsgeschwader 15 (FAG-15) trug den Ehrennamen Heinz Kapelle und war ein fliegender Verband in Regimentsstärke der NVA-Luftstreitkräfte in direkter Unterstellung der  OHS für Militärflieger.	<arg1> Fliegerausbildungsgeschwader 15 </arg1> <rel> Militär </rel> <arg2> NVA </arg2>
Bei einer Einwohnerzahl von etwa 2.400 beherrschen etwa 1.500 Sprecher fließend Kuot (Stand 2002).	<arg1> Kuot </arg1> <rel> Sprecher </rel> <arg2> 2.400 </arg2>
Die British Aircraft Swallow hob im November 1933 zu ihrem Jungfernflug in Hanworth ab.	<arg1> British Aircraft Swallow </arg1> <rel> Jungfernflug </rel> <arg2> 1933 </arg2>
In Saw VI setzt Hoffman eine neue Falle für Angestellte einer Krankenversicherung in Gang, während das FBI versucht, den in ihren Augen letzten noch lebenden Gehilfen von Jigsaw, Peter Strahm, zu finden.	<arg1> Saw VI </arg1> <rel> Gang </rel> <arg2> da </arg2>
 Mit den Gemeinderats- und Bürgermeisterwahlen in Tirol 2016 hat der Gemeinderat folgende Verteilung: 4 LWF–Lebenswertes Flirsch, 3 Allgemeine Bürgerliste, 2 Wirtschafta und 2 Wir für Alle.	<arg1> Flirsch </arg1> <rel> Gemeinderat </rel> <arg2> 3 Allgemeine Bürgerliste </arg2>
 Mit den Gemeinderats- und Bürgermeisterwahlen in Tirol 2016 hat der Gemeinderat folgende Verteilung: 4 LWF–Lebenswertes Flirsch, 3 Allgemeine Bürgerliste, 2 Wirtschafta und 2 Wir für Alle.	<arg1> Flirsch </arg1> <rel> Gemeinderat </rel> <arg2> 2 Wirtschafta </arg2>
Die Regierungssitze der Grafschaft Solms-Rödelheim waren die Orte Rödelheim westlich der Stadt Frankfurt am Main und das am Fluss Nidda gelegene Assenheim, heute Teil der Stadt Niddatal in der Wetterau.	<arg1> Grafschaft Solms-Rödelheim </arg1> <rel> Regierung </rel> <arg2> Grafschaft </arg2>
Maheriw (ukrainisch ; russisch /, polnisch Magierów) ist eine Siedlung städtischen Typs im Rajon Schowkwa der Oblast Lwiw im Westen der Ukraine.	<arg1> Maheriw </arg1> <rel> Oblast </rel> <arg2> Oblast Lwiw </arg2>
Maheriw (ukrainisch ; russisch /, polnisch Magierów) ist eine Siedlung städtischen Typs im Rajon Schowkwa der Oblast Lwiw im Westen der Ukraine.	<arg1> Maheriw </arg1> <rel> Rajon </rel> <arg2> Rajon Schowkwa </arg2>
Der Okres Jablonec nad Nisou gehört mit 402 km² und  Einwohnern (Stand ) zu den kleinsten Bezirken Tschechiens, mit der Bevölkerungsdichte von 220 Einwohnern/km² gehört er jedoch zu den zehn Dichtbesiedelsten.	<arg1> Okres Jablonec nad Nisou </arg1> <rel> Bevölkerungsdichte </rel> <arg2> 220 </arg2>
Das Erdbeben in Haiti 2018 ereignete sich am Abend des 6. Oktober 2018 um 20:11 Ortszeit und hatte eine Stärke von 5,9 auf der Momenten-Magnituden-Skala.	<arg1> Erdbeben in Haiti 2018 </arg1> <rel> Magnitude </rel> <arg2> 5,9 </arg2>
Planet Terror (Originaltitel Grindhouse: Planet Terror) ist ein Action- und Horrorfilm aus dem Jahr 2007 von Regisseur Robert Rodriguez.	<arg1> Planet Terror </arg1> <rel> Originaltitel </rel> <arg2> Grindhouse: Planet Terror </arg2>
Planet Terror (Originaltitel Grindhouse: Planet Terror) ist ein Action- und Horrorfilm aus dem Jahr 2007 von Regisseur Robert Rodriguez.	<arg1> Planet Terror </arg1> <rel> Plan </rel> <arg2> Robert Rodriguez </arg2>
Auf der Höhe des Wienerberges, gegenüber dem George-Washington-Hof, befindet sich östlich der Triester Straße das Areal des Wasserturms und des Hebewerks Favoriten zwischen Windtenstraße und Raxstraße.	<arg1> Triester Straße </arg1> <rel> Areal </rel> <arg2> Wien </arg2>
In Neuerlaa kreuzt der Straßenzug Altmannsdorfer Straße (Wien) / Schönbrunner Allee (Vösendorf) die Triester Straße im spitzen Winkel.	<arg1> Triester Straße </arg1> <rel> Winkel </rel> <arg2> Wien </arg2>
Der fischreiche Olenjok ist ab Suchana über eine Strecke von rund 965 km schiffbar.	<arg1> Olenjok </arg1> <rel> schiffbar </rel> <arg2> ab Suchana </arg2>
Tses ist ein Dorf im Wahlkreis Berseba in der Region ǁKaras im Süden Namibias.	<arg1> Tses </arg1> <rel> Region </rel> <arg2> ǁKaras </arg2>
Tses ist ein Dorf im Wahlkreis Berseba in der Region ǁKaras im Süden Namibias.	<arg1> Tses </arg1> <rel> Wahlkreis </rel> <arg2> Berseba </arg2>
Herausgeber ist die TAG24 NEWS Deutschland GmbH, die ihren Sitz in Dresden hat.	<arg1> TAG24 </arg1> <rel> Herausgeber </rel> <arg2> TAG24 NEWS Deutschland GmbH </arg2>
Oliver’s Twist war eine Kochsendung mit Jamie Oliver, die von seiner eigenen Produktionsfirma Fresh One Productions für BBC Two produziert wurde und 52 Episoden umfasste.	<arg1> Oliver’s Twist </arg1> <rel> Episoden </rel> <arg2> 52 </arg2>
Die Markteinführung von Airport City erfolgte am 1. September 2011 auf der Social Media-Plattform Facebook.	<arg1> Airport City </arg1> <rel> Plattform </rel> <arg2> Facebook </arg2>
Mit einer Mohshärte von 4 gehört Pucherit zu den mittelharten Mineralen, die sich ähnlich wie das Referenzmineral Fluorit mit einem Taschenmesser leicht ritzen lassen.	<arg1> Pucherit </arg1> <rel> Mohshärte </rel> <arg2> 4 </arg2>
Eingemeindung in Wynigen 1887 gehörte Brechershäusern mit den benachbarten Höfen Rain, Buchgasse und Heuweg zur entfernten Kirchgemeinde Koppigen und bildete, als Enklave in der Gemeinde Wynigen, eine politische Gemeinde mit 118 Einw. (	<arg1> Brechershäusern </arg1> <rel> Kirchgemeinde </rel> <arg2> Wynigen </arg2>
Bou Chebka oder auch Bouchebka () ist eine Kleinstadt mit etwa 4.000 Einwohnern im Westen Tunesiens unmittelbar an der Grenze zu Algerien; sie gehört zum Gouvernement Kasserine und zur Delegation Fériana.	<arg1> Bou Chebka </arg1> <rel> Gouvernement </rel> <arg2> Gouvernement Kasserine </arg2>
Bou Chebka oder auch Bouchebka () ist eine Kleinstadt mit etwa 4.000 Einwohnern im Westen Tunesiens unmittelbar an der Grenze zu Algerien; sie gehört zum Gouvernement Kasserine und zur Delegation Fériana.	<arg1> Bou Chebka </arg1> <rel> Delegation </rel> <arg2> Fériana </arg2>
Bernard Voorhoof (* 10. Mai 1910 in Lier, Provinz Antwerpen; † 18. Februar 1974 ebenda) war ein belgischer Fußballspieler auf der Position eines Stürmers.	<arg1> Bernard Voorhoof </arg1> <rel> Position </rel> <arg2> Stürmer </arg2>
S/2009 (317) 1 umkreist Roxane auf einer Umlaufbahn in einem relativ weiten mittleren Abstand von 257 Kilometern zu deren Zentrum (etwa 27,6 Roxane-Radien).	<arg1> S/2009 (317) 1 </arg1> <rel> Zentrum </rel> <arg2>  Roxane </arg2>
Die RTG Retail Trade Group GmbH ist ein Lebensmitteleinzelhandels-Joint Venture der Handelsunternehmen real GmbH inkl. des Mandates hinsichtlich vergleichbarer LEH Sortimente für METRO Cash&Carry Deutschland GmbH, Bartels-Langness Handelsgesellschaft mbH & Co. KG, J. Bünting Beteiligungs AG, Netto ApS & Co. KG, tegut... gute Lebensmittel GmbH & Co. KG, K + K Klaas & Kock BV & Co. KG und Jos.	<arg1> Retail Trade Group </arg1> <rel> Mandat </rel> <arg2> Deutschland </arg2>
Im Alter von 18 Jahren wurde Sandro Boy beim Weltcupfinale 2011 in Leipzig aus dem Sport verabschiedet.	<arg1> Sandro Boy </arg1> <rel> Alter </rel> <arg2> Sandro </arg2>
Das eigentliche Bankgeschäft wird von der Tochtergesellschaft Credit Suisse AG (IID 4866) wahrgenommen und das schweizerische Geschäft seit November 2016 von der Credit Suisse (Schweiz) AG (IID 4835).	<arg1> Credit Suisse </arg1> <rel> ID </rel> <arg2> 4866 </arg2>
Im November 2016 wurde auf Grund der Too-Big-To-Fail Vorschriften der Eidgenössische Finanzmarktaufsicht das schweizerische Geschäft in die neu gegründete Bank Credit Suisse (Schweiz) AG übertragen, für die ursprünglich ein teilweiser Börsengang im Jahr 2018 geplant war.	<arg1> Credit Suisse </arg1> <rel> Grund </rel> <arg2> Schweiz </arg2>
Zusammen mit Eberstadt, Ellhofen und Weinsberg bildet Lehrensteinsfeld den Gemeindeverwaltungsverband „Raum Weinsberg“ mit Sitz in Weinsberg.	<arg1> Lehrensteinsfeld </arg1> <rel> Gemeindeverwaltungsverband </rel> <arg2> „Raum Weinsberg“ </arg2>
Nordwestlich über St. Georgen erreicht das Brunecker Gemeindegebiet mit einem Keil zwischen den Nachbargemeinden Gais (im Norden) und Pfalzen (im Westen) noch Höhen von über .	<arg1> Bruneck </arg1> <rel> Nachbargemeinden </rel> <arg2> Gais </arg2>
Im Wesentlichen führte die Samtgemeinde Oberharz seit dem 22. Oktober 1973 das Wappen des ehemaligen Landkreises Zellerfeld, der sich zum Großteil auf dem Gebiet der heutigen Samtgemeinde befand.	<arg1> Samtgemeinde Oberharz </arg1> <rel> Wesen </rel> <arg2> Samtgemeinde </arg2>
Die Zipa ist nicht schiffbar.	<arg1> Zipa </arg1> <rel> schiffbar </rel> <arg2> nicht schiffbar </arg2>
OptiPNG wird in der Programmiersprache C entwickelt und als freie Software unter der zlib/libpng-Lizenz veröffentlicht.	<arg1> OptiPNG </arg1> <rel> Programmiersprache </rel> <arg2> C </arg2>
Nachdem Transport Canada dem Unternehmen im April 2019 das Luftverkehrsbetreiberzeugnis entzogen hatte, stellte R1 Airlines den Betrieb im Juni desselben Jahres vorläufig ein.	<arg1> R1 Airlines </arg1> <rel> vorläufig </rel> <arg2> da </arg2>
Save Me ist ein Lied der britischen Rockband Queen, das von ihrem Gitarristen Brian May geschrieben wurde im Juni/Juli 1979 aufgenommen und am 25. Januar als Single, und dann auch auf dem Album The Game erschienen ist.	<arg1> Save Me </arg1> <rel> Album </rel> <arg2> The Game </arg2>
Das im Lörracher Stadtteil Stetten gelegene Stettener Schlösschen ist der einzige Profanbau aus dem 17. Jahrhundert, der dem Stil der Renaissance zuzuordnen ist.	<arg1> Lörrach </arg1> <rel> Stil </rel> <arg2> Stadt </arg2>
Die Burg Dättnau ist eine hochmittelalterliche abgegangene Burg, die im Dättnauertal wohl nahe an der Kreuzung des Brüttemer Fusswegs und des damaligen Wegs durch das Dättnauertal bestand.	<arg1> Burg Dättnau </arg1> <rel> weg </rel> <arg2> da </arg2>
Mit Infinity Blade wollte man die neue iOS-Version der Unreal Engine demonstrieren.	<arg1> Infinity Blade </arg1> <rel> Engine </rel> <arg2> Unreal Engine </arg2>
Der M252-Mörser benötigt eine fünf Mann starke Bedienmannschaft: den Truppführer, den Richtschützen, den Ladeschützen, den ersten und den zweiten Munitionsschützen.	<arg1> M252 </arg1> <rel> Trupp </rel> <arg2> 5 </arg2>
Die Gröninger Orgel ist die legendäre Orgel, die David Beck 1592 bis 1596 mit 59 Registern für das Schloss in Gröningen schuf.	<arg1> Gröninger Orgel </arg1> <rel> Register </rel> <arg2> 59 </arg2>
Immer Ärger mit dem Bett wurde am 21. Juni 1961 von der FSK ab 18 Jahren freigegeben und am 1. Juli 1961 außer Konkurrenz während der Internationalen Filmfestspiele in Berlin uraufgeführt.	<arg1> Immer Ärger mit dem Bett </arg1> <rel> FSK </rel> <arg2> 6 </arg2>
Die Leonberger Bausparkasse war über Jahrzehnte hinweg der größte Arbeitgeber in Leonberg und der größte Gewerbesteuerzahler.	<arg1> Leonberger Bausparkasse </arg1> <rel> Gewerbe </rel> <arg2> Bausparkasse </arg2>
Der Stadtteil Eller wurde in den Stadtbezirk 8 eingegliedert, dessen Verwaltung ihren Sitz im Eller Rathaus hat.	<arg1> Eller </arg1> <rel> Stadtbezirk </rel> <arg2> Stadtbezirk 8 </arg2>
Die Indienststellung erfolgte am 21. Dezember 1925. Die Kisaragi wurde vier Tage nach dem Angriff auf Pearl Harbor versenkt und war damit das zweite größere Kriegsschiff, welches die Japaner im Pazifikkrieg verloren (nach der Hayate).	<arg1> Kisaragi </arg1> <rel> Indienststellung </rel> <arg2> 21. Dezember 1925 </arg2>
Pimcore wird im Webbrowser bedient und basiert auf der Programmiersprache PHP, sowie dem MySQL/MariaDB-Datenbank-System.	<arg1> Pimcore </arg1> <rel> Programmiersprache </rel> <arg2> PHP </arg2>
Pimcore wird im Webbrowser bedient und basiert auf der Programmiersprache PHP, sowie dem MySQL/MariaDB-Datenbank-System.	<arg1> Pimcore </arg1> <rel> Programmiersprache </rel> <arg2> SQL </arg2>
American McGee presents: Scrapland, häufig auch nur als Scrapland bezeichnet, ist ein 3D-Action-Adventure in einer futuristischen Roboterwelt des spanischen Entwicklerstudios Mercury Steam Entertainment, das 2005 über den Spielepublisher Enlight Software veröffentlicht wurde.	<arg1> Scrapland </arg1> <rel> Entwickler </rel> <arg2> Mercury Steam Entertainment </arg2>
Heute beherbergt das Shopping-Center Schönbühl 24 Geschäfte mit rund 6'700 Quadratmetern Verkaufsfläche.	<arg1> Shopping-Center Schönbühl </arg1> <rel> Geschäfte </rel> <arg2> 24 </arg2>
Im Osten wird das Dorf von der Eisenbahnstrecke Šumperk – Uničov umfahren, die Bahnstation befindet sich einen knappen Kilometer südlich von Hrabišín.	<arg1> Hrabišín </arg1> <rel> Eisenbahnstrecke </rel> <arg2> Šumperk – Uničov </arg2>
Die Müllverbrennungsanlage Beitou () in Zhoumei, Beitou, Taipeh auf Taiwan ist eine in den 1990er Jahren errichtete Müllverbrennungsanlage, deren Kraftwerk 48 Megawatt liefert.	<arg1> Müllverbrennungsanlage Beitou </arg1> <rel> Kraft </rel> <arg2> 48 Megawatt </arg2>
Der Hintergrund ist in roten Farbtönen gehalten und die weißen Schriftzüge 50 Cent sowie In da Club befinden sich im linken Teil des Bildes.	<arg1> In da Club </arg1> <rel> Schrift </rel> <arg2> 50 Cent </arg2>
Nach Ausschreibung der Buslinien durch den Landkreis Esslingen erhielt Haussmann & Bauer den Zuschlag für den eigenwirtschaftlichen Betrieb des Linienbündels 10 ab 1. Dezember 2019 mit einer jährlichen Fahrleistung von 888.000 Kilometern.	<arg1> Haussmann & Bauer </arg1> <rel> Buslinien </rel> <arg2> 10 </arg2>
Vonbezingit weist eine mittelhohe Lichtbrechung (nα = 1,590, nβ = 1,610, nγ = 1,619) und eine mittelhohe Doppelbrechung (δ = 0,029) auf.	<arg1> Vonbezingit </arg1> <rel> Doppelbrechung </rel> <arg2> 0,029 </arg2>
Der Hindustan Ambassador („Amby“) des Automobilherstellers Hindustan Motors wurde in Indien von 1958 bis 2014 nach der Vorlage des Morris Oxford Series III in Lizenz gebaut und war dort in allen Schichten der Bevölkerung ein sehr populäres Fahrzeug.	<arg1> Hindustan Ambassador </arg1> <rel> Vorlage </rel> <arg2> Ambassador </arg2>
Der Hindustan Ambassador („Amby“) des Automobilherstellers Hindustan Motors wurde in Indien von 1958 bis 2014 nach der Vorlage des Morris Oxford Series III in Lizenz gebaut und war dort in allen Schichten der Bevölkerung ein sehr populäres Fahrzeug.	<arg1> Hindustan Ambassador </arg1> <rel> von </rel> <arg2> 1958 </arg2>
Der Hindustan Ambassador („Amby“) des Automobilherstellers Hindustan Motors wurde in Indien von 1958 bis 2014 nach der Vorlage des Morris Oxford Series III in Lizenz gebaut und war dort in allen Schichten der Bevölkerung ein sehr populäres Fahrzeug.	<arg1> Hindustan Ambassador </arg1> <rel> bis </rel> <arg2> 2014 </arg2>
Die offiziellen Namen des CERN sind European Organization for Nuclear Research im Englischen beziehungsweise Organisation européenne pour la recherche nucléaire im Französischen.	<arg1> CERN </arg1> <rel> Englisch </rel> <arg2> European Organization for Nuclear Research </arg2>
Die offiziellen Namen des CERN sind European Organization for Nuclear Research im Englischen beziehungsweise Organisation européenne pour la recherche nucléaire im Französischen.	<arg1> CERN </arg1> <rel> Französisch </rel> <arg2> Organisation européenne pour la recherche nucléaire </arg2>
Im Jahr 2019 ist der Flughafen Erfurt-Weimar der mit Abstand passagierärmste deutsche Flughafen und erreicht mit einem Passagieraufkommen von 156.326 Passagieren knapp 43 % des Passagieraufkommens des zweitkleinsten Flughafens Saarbrücken.	<arg1> Flughafen Erfurt-Weimar </arg1> <rel> Passagiere </rel> <arg2> 156.326 </arg2>
Die Aggregate und Kristalle des Eyselits variieren in ihrer Färbung von schmutzig braungelb (in Aggregaten) bis zu gelblich-hellbraun (Kristalle).	<arg1> Eyselit </arg1> <rel> Färbung </rel> <arg2> schmutzig braungelb </arg2>
Der Katastrophenalarm im Landkreis Deggendorf wurde am 9. Februar 2006 um 11:20 Uhr durch Landrat Christian Bernreiter ausgerufen und nach fünf Tagen am 14. Februar 2006 um 19:00 Uhr wieder aufgehoben.	<arg1> Landkreis Deggendorf </arg1> <rel> Landrat </rel> <arg2> Christian Bernreiter </arg2>
Das Klima von Marília ist subtropisch, mit einer Jahresdurchschnittstemperatur von 19,9 °C, die durchschnittliche Niederschlagsmenge liegt bei 1291 mm pro Jahr.	<arg1> Marília </arg1> <rel> Klima </rel> <arg2> tropisch </arg2>
